id,name,birthYear
s000010477,Eddie Fountain,
s000010478,Johnny Ray,
s000010479,Mickey Hargitay,
s000010480,Salavtore Baccaloni,
s000010481,Isa Moore,
s000010482,Sebastion Cabot,
s000010483,Arthur Godfrey,
s000010484,Eric Fleming,
s000010485,Dom deLuise,
s000010486,Pierre Richard,
s000010487,Mildred Coles,
s000010488,Frances Neal,
s000010489,Tommy Lewis,
s000010490,Freddy Reynolds,
s000010491,Charles `Bud' Tingwell,
s000010492,Bruce Myles,
s000010493,Neil Fitzpatrick,
s000010494,Nikolai Pastukhov,
s000010495,Heather Graham,
s000010496,Steve Gutenberg,
s000010497,Catherine Quinlan,
s000010498,Samir Guesmi,
s000010499,Khaled Ksouri,
s000010500,Sondos Belhasseni,
s000010501,Veronica Quilligan,
s000010502,San Cox,
s000010503,Said Zakir,
s000010504,Robert Fraser,
s000010505,Larry Simms,
s000010506,Irving Bacon,
s000010507,sr,
s000010508,brat,
s000010509,Clare Maurier,
s000010510,Albert Remy,
s000010511,Patrick Auffay,
s000010512,Marie Dubois,
s000010513,Albert R\`emy,
s000010514,Mich\`ele Mercier,
s000010515,Henri Serre,
s000010516,Oscar Werner,
s000010517,Sabine Haudepin,
s000010518,Varna Urbin,
s000010519,Jean DeSailly,
s000010520,Nelly Benedetti,
s000010521,Daniel Ceccaldi,
s000010522,Laurence Badie,
s000010523,Phillipe Duval,
s000010524,Paule Emmanuele,
s000010525,Maurice Garvel,
s000010526,Dominique LaCarriere,
s000010527,Pierre Risch,
s000010528,JeanLouis Richard,
s000010529,Claude Jade,
s000010530,JeanPierre Cargol,
s000010531,Francoise Seigner,
s000010532,Hiroke Berghauer,
s000010533,Stacey Tenderer,
s000010534,Sylvia Marriott,
s000010535,Bernadette Lafont,
s000010536,Dani,
s000010537,Jean Champion,
s000010538,David Markham,
s000010539,Grahame Greene,
s000010540,Bruce Robinson,
s000010541,Reubin Dorey,
s000010542,Geory Desmouceaux,
s000010543,Virginie Thevenet,
s000010544,Philippe Goldman,
s000010545,Jeanne Lobre,
s000010546,Dorothe\'e,
s000010547,Heinz Bennent,
s000010548,Andrea Ferreol,
s000010549,Michele Baumgartner,
s000010550,Philippe Laudenbach,
s000010551,Brad Hunt,
s000010552,Richmond Arquette,
s000010553,Nora Lane,
s000010554,Lily Damita,
s000010555,Kate Smnith,
s000010556,Stuart Erwin sr,
s000010557,The Mills Brothers,
s000010558,Eddie Lang,
s000010559,The Boswell Sisters,
s000010560,Ruth Etting,
s000010561,Goldwyn Girls,
s000010562,Rosalind Keith,
s000010563,Veronica Ladd,
s000010564,Anne revere,
s000010565,Lela Rochon,
s000010566,Henry Conniff~jr.,
s000010567,Sonny Landham,
s000010568,Kim Dakour,
s000010569,Tom Joyner,
s000010570,Karci Brown,
s000010571,Jason Myrick,
s000010572,Mary Chris Wall,
s000010573,Opal Bush,
s000010574,Kettle Rochelle,
s000010575,Sheila Sant'anna,
s000010576,Daniella Maderas,
s000010577,J.Pat OMalley,
s000010578,Brian Roper,
s000010579,Eleanor Coppola,
s000010580,George Lucas,
s000010581,John Milius,
s000010582,Arthur Jurado,
s000010583,Barbara Morrison,
s000010584,Phillip Ober,
s000010585,Roy Barcroft,
s000010586,James Mitchell,
s000010587,Bambi Linn,
s000010588,Michael Andersen~jr,
s000010589,Michael Lonsdale,
s000010590,Barrie Ingham,
s000010591,Anton Rogers,
s000010592,Vernon Dobtchef,
s000010593,Natasha Pyne,
s000010594,Paul Hardwick,
s000010595,Natasha Peryy,
s000010596,Antionio Pierfrederici,
s000010597,Esmeralda Ruspoli,
s000010598,Roberto Bisacco,
s000010599,Kenneth Cranham,
s000010600,Justino Diaz,
s000010601,Katia Ricciarelli,
s000010602,Petra Mlakova,
s000010603,Helena BonhamCarter,
s000010604,Stephen Dillane,
s000010605,Nathaniel Parker,
s000010606,Charlotte Gainsborough,
s000010607,Anna Kaplan,
s000010608,Ellen Macpherson,
s000010609,Samuel West,
s000010610,Edward deSouzo,
s000010611,Judy Dench,
s000010612,Charlie Lucas,
s000010613,Baird Wallace,
s000010614,Tueday Weld,
s000010615,Martin West,
s000010616,Gilber Adler,
s000010617,Erika Eleniak,
s000010618,Angie Everhart,
s000010619,John Kassir,
s000010620,Vincent Linden,
s000010621,Mathilde Seigneur,
s000010622,Donahue McBride,
s000010623,Frank Fay,
s000010624,Leonore Lonergan,
s000010625,Amelia Shankley,
s000010626,Nicola Cowper,
s000010627,Caris Corfman,
s000010628,Suzanne Browne,
s000010629,Kristi Ducati,
s000010630,Meriah Naipaul,
s000010631,Rick Gerzon,
s000010632,Sam Cers,
s000010633,Larry deRussy,
s000010634,Marjorie Gat3eson,
s000010635,Donald Cook,
s000010636,Robert Kennedy,
s000010637,Dorothy Jordan,
s000010638,Marjorie Peterson,
s000010639,Paige OHara,
s000010640,Richard White,
s000010641,David Ogden Stears,
s000010642,Jo Anne Worley,
s000010643,Peobo Bryson,
s000010644,Grace Zabriskie,
s000010645,Samantha Mathis,
s000010646,Jonathan Ward,
s000010647,Johnny Clegg,
s000010648,Raffi,
s000010649,ToneLoc,
s000010650,Jarl Kulle,
s000010651,JeanPhillippe Lafort,
s000010652,Hanne Stensgard,
s000010653,Vibeke Hastrup,
s000010654,Gudmar Wivveson,
s000010655,Larence Dane,
s000010656,Malcom mcGregor,
s000010657,Hugh Buckler,
s000010658,Lumschott Hare,
s000010659,Fred McLaren,
s000010660,Cecelia Parker,
s000010661,Helena Phillips Evans,
s000010662,J. Kerrigan,
s000010663,Dan Barrett,
s000010664,Phillip Donegan,
s000010665,Adrian Mars,
s000010666,Graim Williams,
s000010667,Ina Hunter,
s000010668,The Wilde~Twins,
s000010669,Francis Dade,
s000010670,Phoebe Foster,
s000010671,Alexander Kirkland,
s000010672,Brooks Benedict,
s000010673,Eddie Anderson,
s000010674,Bramwell Fletcher,
s000010675,Violet KembleCooper,
s000010676,Alan Mobray,
s000010677,Madge Evans,
s000010678,Violet Kemble Cooper,
s000010679,Una Oconnor,
s000010680,John Buckler,
s000010681,Virginia Hammond,
s000010682,Elizabeth Aallan,
s000010683,Lucille Watson,
s000010684,Florence Nash,
s000010685,Emil Rameon,
s000010686,Leueen McGrath,
s000010687,Dan Budge,
s000010688,Gussie Moran,
s000010689,Babe Didrikson Zaharias,
s000010690,Marita Hunt,
s000010691,Alex Davion,
s000010692,Lyndon Brook,
s000010693,Frankie Vaughn,
s000010694,David Burns,
s000010695,Dan Martin,
s000010696,Walter Burke,
s000010697,Steven Hill,
s000010698,Matt Frewer,
s000010699,Xander Berkeley,
s000010700,Rob Roy,
s000010701,Dylan McDermott,
s000010702,Chris Mulkey,
s000010703,Joseph Dain,
s000010704,Kevin Connolly,
s000010705,Joe Dain,
s000010706,Chris Taaffe,
s000010707,Paul Abbott,
s000010708,Doug McKeon,
s000010709,Laura Herrring,
s000010710,Jeff James,
s000010711,Barbara Brighton,
s000010712,Kid Creole and the Coconuts,
s000010713,Angela Moya,
s000010714,Stan Lloyd Williams,
s000010715,Anne Roussel,
s000010716,Patrick Bauchau,
s000010717,John Leysen,
s000010718,Philippe Volter,
s000010719,Kevin Spacy,
s000010720,Our Gang,
s000010721,Marjorie Woodsworth,
s000010722,Dennis OKeele,
s000010723,George McReady,
s000010724,Joan Weldon,
s000010725,Olin Howard,
s000010726,Sandy Desch,
s000010727,Willis Bouchey,
s000010728,Robert Ellis,
s000010729,Don Kelly,
s000010730,Carol Baker,
s000010731,Vam Heflin,
s000010732,Slim Pickins,
s000010733,Jean Hale,
s000010734,Rober Duvall,
s000010735,Claudio Brook,
s000010736,Mimi Sorvino,
s000010737,Jeremy Northam,
s000010738,Josh Brolin,
s000010739,Charles Napier,
s000010740,Mike Katz,
s000010741,Franco Columbu,
s000010742,Louis Ferrigno,
s000010743,Robin Hurt,
s000010744,George Butler,
s000010745,Theodore Roosevelt,
s000010746,Tyssen Butler,
s000010747,Kathleen Klemont,
s000010748,Anthony deLonghis,
s000010749,Clark Johnson,
s000010750,Stephen Mendel,
s000010751,Arne Olson,
s000010752,Jan Jacklin,
s000010753,Real Andrews,
s000010754,Ekkehard Anders,
s000010755,Charles Seixas,
s000010756,Suzanne Serano,
s000010757,John Walsh,
s000010758,Mike Mitchell,
s000010759,Isabelle Jamieson,
s000010760,Mike Ballew,
s000010761,Neill Barry,
s000010762,Danny Nucci,
s000010763,Bruce Seton,
s000010764,Eve Lister,
s000010765,Stella rho,
s000010766,Ben Soutten,
s000010767,Keith Jochim,
s000010768,Carel Struyker,
s000010769,Richard Jenkins,
s000010770,Zack OMaley Greenburg,
s000010771,John Cromwell,
s000010772,Madge Subanski,
s000010773,Danny Mann,
s000010774,James Cosmo,
s000010775,Adam Goldberg,
s000010776,Roscoe Lee Brown,
s000010777,Michael Coby,
s000010778,Carolyn Seymor,
s000010779,Sue Lloyd,
s000010780,Pamela Salem,
s000010781,Charles tingwell,
s000010782,Muriel Pavlov,
s000010783,Gerald Cross,
s000010784,Conrad Phillips,
s000010785,Kathy Ireland,
s000010786,Joseph Allen~jr,
s000010787,Dorothy Lovett,
s000010788,Richard Crane,
s000010789,Faye Marlowe,
s000010790,Martha Stewart,
s000010791,Ror Roberts,
s000010792,Judith Ivy,
s000010793,Wyndham Standing,
s000010794,Coleen Moore,
s000010795,Burr McIntosh,
s000010796,Ramon Novorro,
s000010797,Rafael Ottiano,
s000010798,Reginald Mason,
s000010799,Theodore VonEltz,
s000010800,Ti Robbins,
s000010801,Weird Al Jankovic,
s000010802,Louis diBianco,
s000010803,Fran Dresher,
s000010804,John McGinley,
s000010805,Jeremy Piveb,
s000010806,Nipsy Russell,
s000010807,Tone Loc,
s000010808,Gloria Talbott,
s000010809,Ken Lynch,
s000010810,Yvonne Lime,
s000010811,Ed Platt,
s000010812,Edith Scob,
s000010813,Anette Benning,
s000010814,Garry Shandling,
s000010815,Illeana Douglas,
s000010816,Faith Prince,
s000010817,Anne Twomey,
s000010818,Sandra Church,
s000010819,Kukrit Pramoj,
s000010820,Shoba Sen,
s000010821,Utpal Dutt,
s000010822,Don Pedro Colley,
s000010823,Johnny Weissmuller~jr,
s000010824,Mackenzie Philips,
s000010825,Joe Spano,
s000010826,Jake Lloyd,
s000010827,Ian McDiarmid,
s000010828,Pernilla August,
s000010829,Hayden Christensenn,
s000010830,Christpher Lee,
s000010831,Dexter Jettser,
s000010832,Armando Araiza,
s000010833,Patricial Riviera,
s000010834,Eva Bartok,
s000010835,Eddie Constantine,
s000010836,Melina mercouri,
s000010837,David Jansen,
s000010838,Daniel Pollock,
s000010839,Jacqueline McKenzie,
s000010840,John Spencer,
s000010841,Jane Wenham,
s000010842,Shirley Bassey,
s000010843,Marella Oppenheim,
s000010844,John Mohanney,
s000010845,Shaunessey s a,
s000010846,Alfre Wooodard,
s000010847,Richard Norton,
s000010848,Andy Braugher Bucher,
s000010849,Stanley Anderson,
s000010850,J.C. Nugent,
s000010851,E.Alyn Warren,
s000010852,Edward Woiods,
s000010853,Father John Grosner,
s000010854,David Ward,
s000010855,Basil Burton,
s000010856,Miranda Otto,
s000010857,Kiri Paramore,
s000010858,Trini Alvorado,
s000010859,Christian Bale,
s000010860,Ciaran Hinds,
s000010861,Mwlvyn Dougls,
s000010862,Dorothy Stickney,
s000010863,Arlene Arbus,
s000010864,Marilyn Sokol,
s000010865,Helena Dryden,
s000010866,Maria Mercader,
s000010867,David Reynoso,
s000010868,Armando Silvestre,
s000010869,Girish Karnad,
s000010870,Larisa Oleynik,
s000010871,Larry Miller,
s000010872,Julia Stiles,
s000010873,Allison Janney,
s000010874,Daryl (Chill) Mitchell,
s000010875,Alice Pearce,
s000010876,Madge Blake,
s000010877,Katherine Kath,
s000010878,Gabrielle Dorzat,
s000010879,Jean Lefebvre,
s000010880,Jaques Marin,
s000010881,Marianne McAndrews,
s000010882,E.J. Parker,
s000010883,Tommy Tune,
s000010884,Elaine Devry,
s000010885,Sue Anne Langdon,
s000010886,Arch Johnson,
s000010887,Broncho Billy Anderson,
s000010888,Arthur Mackley,
s000010889,Brisnley Shaw,
s000010890,Frederick Church,
s000010891,Maria Dea,
s000010892,Samuel B. Hinds,
s000010893,Corinne Calvert,
s000010894,Robert Gentry,
s000010895,Zeljko Ivanek,
s000010896,Leilani Ferrer,
s000010897,Fred Dalton Thompson,
s000010898,Sarah Bennett,
s000010899,Kristin Griffith,
s000010900,Rosemary D,
s000010901,Tom Butler,
s000010902,Betty Gerritt,
s000010903,Edwige Feulliere,
s000010904,"Bernard G\""otzke",
s000010905,Paul Bildt,
s000010906,Rudolf Biebrach,
s000010907,Ralph Ludwig,
s000010908,Alfred Grosser,
s000010909,Margot Misch,
s000010910,Paolo Martens,
s000010911,Ermete Novelli,
s000010912,Olga Giannini Novelli,
s000010913,Francis Blanche,
s000010914,Patrick Bruel,
s000010915,Roger Jendly,
s000010916,Ingrid Hell,
s000010917,Annabel Chong,
s000010918,Edgar bergen,
s000010919,Charlie McCarthy,
s000010920,Helen Jepson,
s000010921,Elfa Logan,
s000010922,Charles Winneger,
s000010923,Warrem Hymer,
s000010924,Jack Caron,
s000010925,Mary Hatcher,
s000010926,DeForrest Kelly,
s000010927,Glen Tryon,
s000010928,George Pal Puppetoons,
s000010929,Cecil B. deMille,
s000010930,Mitchell Leisen,
s000010931,Goerge Marshall,
s000010932,City Slickers,
s000010933,Peter Hanson,
s000010934,Angela Clarke,
s000010935,William Ching,
s000010936,Guy Mitchell,
s000010937,Patricia Crowley,
s000010938,Cass Daley,
s000010939,Reginal Owen,
s000010940,Joanne Gilbett,
s000010941,Laurel Goodwin,
s000010942,Charles Clary,
s000010943,Jesse Arnold,
s000010944,Carlos Villarias,
s000010945,Lupita Tovar,
s000010946,Jacqueline Logan,
s000010947,Sigrid Holmquist,
s000010948,Mabel vanburen,
s000010949,Luke Congrave,
s000010950,Kate Winslett,
s000010951,Carrie Mullan,
s000010952,Bella Riza,
s000010953,Alison Rutledge,
s000010954,Peter Smith,
s000010955,William Petersen,
s000010956,ChristianBradley Whitford,
s000010957,Jonathan Banks,
s000010958,Erik Stoltz,
s000010959,John Corbett,
s000010960,Josh Thornton,
s000010961,Dwight Yoakam,
s000010962,Ita Rina,
s000010963,Karel Schleichert,
s000010964,Olaf ford,
s000010965,Theo Pistek,
s000010966,Aribert Mog,
s000010967,Jaromir Rogoz,
s000010968,Leopold Kramer,
s000010969,William gargan,
s000010970,Mauritz Hugo,
s000010971,Al Waxman,
s000010972,Darlick Dempsey,
s000010973,Maury Chaykin,
s000010974,Isabelle Mears,
s000010975,John Hawkins,
s000010976,Miguel Fernandez,
s000010977,Cindy Girling,
s000010978,Elizabeth Shepperd,
s000010979,Enrico LoVerso,
s000010980,Valentina Scalaci,
s000010981,Giuseppe Ieracitano,
s000010982,Dick vanPatten,
s000010983,Sorrell Brooke,
s000010984,Dawn ODay,
s000010985,Murray Kinnell,
s000010986,Gertrude Messenger,
s000010987,Hilda Vaughn,
s000010988,June Preston,
s000010989,Jack Albertsob,
s000010990,Pamela Austin,
s000010991,Mary Ann Mobley,
s000010992,Fran Jeffries,
s000010993,Billy Barty,
s000010994,Daran James,
s000010995,James Olsen,
s000010996,Ernest Borgnone,
s000010997,O.z. Whitehead,
s000010998,Alastair Williamson,
s000010999,Hillary Dwyer,
s000011000,Oh! Ogunde,
s000011001,Michael Gothard,
s000011002,Judy Huxtable,
s000011003,Amen Corner,
s000011004,Essy Persson,
s000011005,Sally Geeson,
s000011006,Ray Winstone,
s000011007,Kathe Burke,
s000011008,Charlie CreedMiles,
s000011009,Laila Morse,
s000011010,Edna Dore,
s000011011,Diane Wynyard,
s000011012,John Forrest,
s000011013,Sylvia Monti,
s000011014,Raymond Gerome,
s000011015,Maurizio Vega,
s000011016,Aldo Parodi,
s000011017,Patricio Riveadeneira,
s000011018,Dimitrje Vosnov,
s000011019,Lazar Ristovski,
s000011020,Veleska Gert,
s000011021,Agnes Esterhazy,
s000011022,Franz Lederer,
s000011023,Alice Roberts,
s000011024,Gustav Diessl,
s000011025,Goetz,
s000011026,Alid Robida,
s000011027,Rudolf Forster,
s000011028,Caroline Neher,
s000011029,Ernst Busch,
s000011030,Elizabeth Wendt,
s000011031,Julia Nickson,
s000011032,Val Kimer,
s000011033,Jean-Pierre Cassel,
s000011034,Charles Gioffi,
s000011035,Joseph Masgold,
s000011036,Rosalind Miles,
s000011037,Marilyn Hamlin,
s000011038,Mike Dytri,
s000011039,Craig Gilmore,
s000011040,Darcy Marta,
s000011041,Johanna Went,
s000011042,Kevyn Major Howard,
s000011043,Leslie Bevis,
s000011044,George Jeneky,
s000011045,Jeff Kober,
s000011046,Rober Aaron,
s000011047,Tony Simotes,
s000011048,David Hemmimgs,
s000011049,Irena Cashen,
s000011050,Cameron Milzer,
s000011051,Micole Mercurio,
s000011052,Olaf Pooley,
s000011053,Jason Fleming,
s000011054,Steve Markin,
s000011055,Stephen Marcus,
s000011056,Tony Francioso,
s000011057,Bibi Osterwald,
s000011058,Jocelyn laGarde,
s000011059,Anthony Dexter,
s000011060,Kennth Mars,
s000011061,Robert Reford,
s000011062,Bo Brundin,
s000011063,Bhilip Buruns,
s000011064,Allan Nicholls,
s000011065,Yvon Barrette,
s000011066,Thelonius Bernard,
s000011067,Yorgo Voyagis,
s000011068,Italia AlmiranteManzini,
s000011069,Annibale Betrone,
s000011070,Alfonso Cassini,
s000011071,Franz Sala,
s000011072,Hope Davis,
s000011073,Stanley Tucci,
s000011074,Anna Mears,
s000011075,Pat McNamara,
s000011076,Beccky Lee Meza,
s000011077,Edward James Olmos,
s000011078,Jon Seda,
s000011079,Constance Marie,
s000011080,Lupe Ontiveros,
s000011081,Seidea Lopez,
s000011082,Cecil Callaway,
s000011083,Louis Prima,
s000011084,Susan Hatward,
s000011085,Beverly Whitney,
s000011086,George Ratoff,
s000011087,Cornell Borchers,
s000011088,Bruni Lobel,
s000011089,Mamie van Doren,
s000011090,Reilly,
s000011091,Peter Turgeon,
s000011092,Robert Patten,
s000011093,Claudio Bigagli,
s000011094,Maurce Evans,
s000011095,Brewster Mason,
s000011096,Malco Keen,
s000011097,Jason Robards~sr.,
s000011098,Maggie King,
s000011099,Pamela Brown,
s000011100,Tom Poston,
s000011101,Marian McCargo,
s000011102,Kristina Holland,
s000011103,Ernest Thompson,
s000011104,John Harkins,
s000011105,Priscilla Morrill,
s000011106,Louis Schaefer,
s000011107,Charles Aidman,
s000011108,Gary Sinisi,
s000011109,Tommy Smothers,
s000011110,Joe Morton,
s000011111,Casey Siemaszko,
s000011112,John Terry,
s000011113,Tick Hellings,
s000011114,Read Morgan,
s000011115,Don DeFore,
s000011116,Madge Kennedy,
s000011117,Gail Bonney,
s000011118,Robert Kasner,
s000011119,Arthur Malet,
s000011120,Jesslyn Fox,
s000011121,Allan Jenkins,
s000011122,Mark Frankel,
s000011123,Maryam dAbo,
s000011124,Jason Isaccs,
s000011125,Anette Croserie,
s000011126,Helen Lederer,
s000011127,Artie Lang,
s000011128,Mary Shelton,
s000011129,Gary Cromwell,
s000011130,Marsha Feher,
s000011131,Johanna TerSteege,
s000011132,Gene Bervoets,
s000011133,BernardPierre Donnadieu,
s000011134,Nancy Taw,
s000011135,Jenny Jones,
s000011136,Maxine Lapiduss,
s000011137,Sandra Shamas,
s000011138,Joy Behar,
s000011139,Lotus Weinstock,
s000011140,Charles Grapwin,
s000011141,Chief Thander Bird,
s000011142,Bert Wheeler,
s000011143,Robert Woolsey,
s000011144,Fred Keating,
s000011145,Betty Furness,
s000011146,George Metaxa,
s000011147,Joan Fountaine,
s000011148,Reginal Gardiner,
s000011149,Ray Noble,
s000011150,Frances Mercer,
s000011151,Franklin Panghorn,
s000011152,Abner Biberman,
s000011153,George Stevens,
s000011154,Edgar Bergen,
s000011155,Peggy McIntyre,
s000011156,June Hedin,
s000011157,Steve Brown,
s000011158,Keefe Braselle,
s000011159,Gusti Huber,
s000011160,Douglas Spencer,
s000011161,Charles Braswell,
s000011162,Hank Henry,
s000011163,Jose Iturbi,
s000011164,Sharon McManus,
s000011165,Carlos Ramirez,
s000011166,Willard Parker,
s000011167,Tommy Rall,
s000011168,Bob Fosse,
s000011169,Jeanne Coyne,
s000011170,Claude Allister,
s000011171,Bobby Sherwood,
s000011172,Cyril Richard,
s000011173,Penelope Horner,
s000011174,Elaine Taylor,
s000011175,Bob Monkhouse,
s000011176,Eric Barker,
s000011177,Amanda Barrie,
s000011178,Charles Hawtree,
s000011179,Brandon Hammon,
s000011180,Vanessa L. Williams,
s000011181,Vivica A. Fox,
s000011182,Nia Long,
s000011183,Phillipe Noiret,
s000011184,Salvatore Cascio,
s000011185,Jacques Pennino,
s000011186,Antonelli Attile,
s000011187,Pupella Maggio,
s000011188,Marcelo Mastroianni,
s000011189,Noma Martelli,
s000011190,Marino Cenna,
s000011191,Sergio Castellito,
s000011192,Lacey J. Dalton,
s000011193,David Allen Coe,
s000011194,Bartalomeo Pagano,
s000011195,Pauline Polaire,
s000011196,Elena Sangro,
s000011197,Lucia Zanussi,
s000011198,Franz Saal,
s000011199,Umberto Guarcino,
s000011200,Mario Saja,
s000011201,Felice Menotti,
s000011202,Andrea Miano,
s000011203,Kim Vithani,
s000011204,Jimmi Harkishin,
s000011205,Sarita Khajuria,
s000011206,Karin Kavli,
s000011207,VictorSjostrom,
s000011208,Gerard Barray,
s000011209,Nathan Lane,
s000011210,Lee Evans,
s000011211,Vicky Lewis,
s000011212,Eric Christmas,
s000011213,Camille Soeberg,
s000011214,Victoria Jackson,
s000011215,Stephen Shellen,
s000011216,Jerry Levine,
s000011217,Mary Gross,
s000011218,Andrew Dice Clay,
s000011219,Tim Streeter,
s000011220,Doug Cooeyate,
s000011221,Ray Monge,
s000011222,Max Perlich,
s000011223,William S.L. Burroughs,
s000011224,William Richert,
s000011225,Udi Kier,
s000011226,Roseanne Arnold,
s000011227,Robin Wiiliams,
s000011228,Stellan Skarsgaard,
s000011229,Ane Heche,
s000011230,Gosta Ekman,
s000011231,Karin Swanstrom,
s000011232,Bjorn Berglund,
s000011233,Hakan Westergren,
s000011234,Ingrid Bergmansr,
s000011235,Inga Tidblatt,
s000011236,Britt Hagman,
s000011237,Tore Svenberg,
s000011238,Georg Rydeberg,
s000011239,Goran Bernhard,
s000011240,Kotti Chave,
s000011241,Tutta Rolf,
s000011242,Elsa Burnett,
s000011243,Edvin Adolphson,
s000011244,Aino Taube,
s000011245,Olof Sandburg,
s000011246,Fay Helm,
s000011247,George White,
s000011248,Lyda Roberts,
s000011249,Arline Judge,
s000011250,Lois Calhern,
s000011251,Ed Baigley~jr,
s000011252,Kimberly McArthur,
s000011253,Tessa Richarde,
s000011254,Jaime Lynn Bauer,
s000011255,Jason Alexander,
s000011256,Stacy Keach~sr.,
s000011257,Jane Morris,
s000011258,Terrence McNally,
s000011259,George Dzundis,
s000011260,Stuart Wilson,
s000011261,Laurie Metcalf,
s000011262,Maria Pitelli,
s000011263,Donal Logue,
s000011264,Anna Maria Horsford,
s000011265,John Pinette,
s000011266,Anne Hathaway,
s000011267,Heather Metarazzo,
s000011268,Mandy Moore,
s000011269,Caroline Goodall,
s000011270,Robert Schwartzman,
s000011271,Sandra Oh,
s000011272,Lana Thomas,
s000011273,Sean OBryan,
s000011274,Beth Anne Garrison,
s000011275,Willy Brown,
s000011276,Lori Sigrist,
s000011277,Terri Sigrist,
s000011278,Josephine Earle,
s000011279,M. Peter,
s000011280,Rodney Aukland,
s000011281,Lillian Braithwaite,
s000011282,Alfred Goddard,
s000011283,Barbara Gott,
s000011284,Brandy Walker,
s000011285,Stuart Hall,
s000011286,Trilby Clark,
s000011287,Jack Raine,
s000011288,Harvey Braban,
s000011289,ex-sergeant H. Jones,
s000011290,Marie ONeill,
s000011291,Amy BrandonThomas,
s000011292,Leon M. Lion,
s000011293,Hindle Edgar,
s000011294,no\_actor,
s000011295,John Miller,
s000011296,Emile Borea,
s000011297,Sally Stewart,
s000011298,Phillippe Leaver,
s000011299,Zelma vanDias,
s000011300,Charles Oliver,
s000011301,Kathleen Tremaine,
s000011302,Horace Hodges,
s000011303,Morland Graham,
s000011304,Edwin Greenwood,
s000011305,Jeanne deCasalis,
s000011306,Mabel Terry Lewis,
s000011307,A.Bromley Davenport,
s000011308,Charles Waggenheim,
s000011309,Barbara Pepper,
s000011310,Francis Carson,
s000011311,Emery Powell,
s000011312,Edward Conrad,
s000011313,Ror Gordon,
s000011314,Gertrude Hoffman,
s000011315,Martin Lamont,
s000011316,Barry Bernard,
s000011317,John Burton,
s000011318,Patricia Farr,
s000011319,Auriol Lee,
s000011320,Allan Baxter,
s000011321,Charlie Bates,
s000011322,Janet Shaw,
s000011323,Estelle Jewell,
s000011324,Jean Acker,
s000011325,Donald Curtis,
s000011326,Alex Minotis,
s000011327,John Tetzel,
s000011328,John Goldsworthy,
s000011329,Lester Matthew,
s000011330,Pat Aherne,
s000011331,Colin Hunter,
s000011332,Edith Evanson,
s000011333,Douglas Dick,
s000011334,`Villette',
s000011335,Royal Dono,
s000011336,Mogens Wieth,
s000011337,John Heldabrand,
s000011338,Doreen Lang,
s000011339,Norma Connolly,
s000011340,Lola DAnnuzio,
s000011341,Robert Essen,
s000011342,Kippy Campbell,
s000011343,Charles Cooper,
s000011344,Esther Miniciotti,
s000011345,Laurinda Barrett,
s000011346,Eve Marie Saint,
s000011347,Bob Sweeny,
s000011348,Barbara Leigh-Hunt,
s000011349,Alec Mccowen,
s000011350,Frances Bavier,
s000011351,Ray Montgomery,
s000011352,John Gallaudet,
s000011353,Aaron Spelling,
s000011354,Tita Purdom,
s000011355,Jerry Barcley,
s000011356,Irene Lang,
s000011357,Eloise Hardt,
s000011358,Louise Larabee,
s000011359,Norman Leavitt,
s000011360,Marianne Stewart,
s000011361,Charles Webster,
s000011362,Nick Nicholson,
s000011363,Therese Lyon,
s000011364,Mard Dunn,
s000011365,Allan Lane,
s000011366,Phillip Bournef,
s000011367,Ralph Clinton,
s000011368,Owen Cunningham,
s000011369,Michael Hadlow,
s000011370,William Hughes,
s000011371,George Pelling,
s000011372,Patrick Macnee,
s000011373,Barry G. Harvey,
s000011374,Ben Asta,
s000011375,Harold O. Dyrenforth,
s000011376,Frank Holms,
s000011377,Eilleen Anderson,
s000011378,Otto Reichow,
s000011379,Maidia Norman,
s000011380,Sally Hughes,
s000011381,Percy Heston,
s000011382,Mike Ragan,
s000011383,Elroy Hirsch,
s000011384,Dolores DelRio,
s000011385,Lupita Ferrer,
s000011386,Paaul Lukas,
s000011387,Peter Mullins,
s000011388,Ursula jens,
s000011389,Elspeth March,
s000011390,George Thorpe,
s000011391,Frank Celier,
s000011392,Nora Armani,
s000011393,Gerald papasin,
s000011394,Joanna,
s000011395,Beverly dAngelo,
s000011396,Imogene Coca,
s000011397,Miriam Flynn,
s000011398,Dana Barron,
s000011399,Brian Dole Murray,
s000011400,Christopher Jackson,
s000011401,Christie Brinkley,
s000011402,Roger Clinton,
s000011403,Andie McDowell,
s000011404,Chris Elliott,
s000011405,Billy Chrystal,
s000011406,Joe Viterelli,
s000011407,Chazz Palminteri,
s000011408,Cara Seymour,
s000011409,Neil Pepe,
s000011410,Tony Bennett,
s000011411,Vivian Pickles,
s000011412,Robert Towne,
s000011413,Nance Allen,
s000011414,Julie Christy,
s000011415,Mary McDonough,
s000011416,Kenneth Thomson,
s000011417,Mary Doran,
s000011418,Eddie Kane,
s000011419,William Blakewell,
s000011420,Russell Hardie,
s000011421,Dick Gregory,
s000011422,Christina Estabrook,
s000011423,Bebe Neuwith,
s000011424,George C. scott,
s000011425,Tony Franciosa,
s000011426,Miko Hughes,
s000011427,Thomas Beck,
s000011428,Margaret Irving,
s000011429,Nedda Harrigan,
s000011430,Guy Usher,
s000011431,Maurice Cass,
