id,name,birthYear
s000011432,Tom McGuire,
s000011433,Dorothy Dearing,
s000011434,Pat McKee,
s000011435,Don Defoe,
s000011436,Rickie Sorensen,
s000011437,Jean Craine,
s000011438,Kathleen Widdoes,
s000011439,Charles Bryant,
s000011440,Buster keaton,
s000011441,Beulah Booker,
s000011442,William Walsh,
s000011443,William E. Shay,
s000011444,Edmund Mortimer,
s000011445,Lewis Hooper,
s000011446,Francis Smith,
s000011447,Leah Baiurd,
s000011448,Mrs.~Allen Walker,
s000011449,Millie Eisten,
s000011450,Katherine Lee,
s000011451,Herbert Brenon,
s000011452,Mary brian,
s000011453,Cyril Chadwick,
s000011454,"Alice Joyceinnocent girl, left behind",
s000011455,Lester Vail,
s000011456,Irine Rich,
s000011457,Sholom BarAba,
s000011458,Iret Scheleg,
s000011459,Ofra Veingarten,
s000011460,Jack Hedley,
s000011461,Sian Philllips,
s000011462,Alison Leggatt,
s000011463,Leslie Bricuse,
s000011464,Ian MacShane,
s000011465,Georgia Browne,
s000011466,Leslie Browne,
s000011467,Vernel Bagneris,
s000011468,Robert Fitch,
s000011469,Jay Gardner,
s000011470,Gail Strickland,
s000011471,Richard Romanus,
s000011472,Cliff deYoung,
s000011473,Andr\'e Gregory,
s000011474,Grainger Hines,
s000011475,Richard Hamilton,
s000011476,Dylan Medermont,
s000011477,Tom Arnold,
s000011478,Matt McConnaghy,
s000011479,Jerry Reamer,
s000011480,Billy Wirth,
s000011481,Mathias Freihof,
s000011482,Dirk Kummer,
s000011483,Tom Simcox,
s000011484,Shepperd Strudwick,
s000011485,J.M. kerrigan,
s000011486,Lew Fields,
s000011487,Alan Carney,
s000011488,Gower Champion,
s000011489,Margeret Rutherford,
s000011490,Diane Ellis,
s000011491,Danielle Darrieaux,
s000011492,Andre Luguet,
s000011493,Julien Carette,
s000011494,Suturnin Fabre,
s000011495,Dalio,
s000011496,Lino Vertus,
s000011497,Pierre Louis,
s000011498,Simone Sylvestre,
s000011499,Goetz George,
s000011500,Bakary Bamba,
s000011501,Tchelley Hanny,
s000011502,Pixote,
s000011503,Jorge Juliao,
s000011504,Marilia Pera,
s000011505,Fatima deToledo,
s000011506,Hector Babenco,
s000011507,Diane Verona,
s000011508,Rul Polnanah,
s000011509,Bekana Santos Kaiapo,
s000011510,Edinei Maria Serrio DosSantos,
s000011511,Elias Monteiro daSilva,
s000011512,Dabbs Greer,
s000011513,Jim Haglon,
s000011514,John Compton,
s000011515,Horst Erhardt,
s000011516,Ralph Moody,
s000011517,David Saber,
s000011518,Rudy lee,
s000011519,Kathleen Hartnagel,
s000011520,Norma Leavitt,
s000011521,Constance Ford,
s000011522,Howard Townes,
s000011523,Alfred Linder,
s000011524,Paul Langton,
s000011525,Jimmy Gleason,
s000011526,Don Hmaner,
s000011527,Bobby Ellis,
s000011528,Lisa Golm,
s000011529,Joan Banks,
s000011530,Johnny Silver,
s000011531,Charles Davis,
s000011532,Frederic Warlock,
s000011533,Pamela Light,
s000011534,Marian Lorne,
s000011535,Dorothea Lord,
s000011536,Stephen Bekassy,
s000011537,Norman duPont,
s000011538,Wilton Graff,
s000011539,Sheila Bromley,
s000011540,Natch Kennedy,
s000011541,David McMann,
s000011542,Josie Lloyd,
s000011543,Julie Payne,
s000011544,Nehemiah Pershoff,
s000011545,Jesse Royce Landis,
s000011546,Susan Gordon,
s000011547,John Larch,
s000011548,Diane Brewster,
s000011549,Peter Ronson,
s000011550,Chil Wills,
s000011551,Moore marriott,
s000011552,Vera Frances,
s000011553,Leigh Ann Conley,
s000011554,Phil Fondacaro,
s000011555,Robert Pastorelli,
s000011556,Norman D. Golden~II,
s000011557,Oscar Asche,
s000011558,Mary Ney,
s000011559,Frederick Domin,
s000011560,Owen Wilson,
s000011561,Justin Chadwick,
s000011562,Emer McCourt,
s000011563,Charles Dullin,
s000011564,Pierre Fresney,
s000011565,Pierre Larquey,
s000011566,Michel Auclair,
s000011567,Paul Meurisse,
s000011568,Pablo Picasso,
s000011569,HenriGeorges Clouzot,
s000011570,Oyafunmike Ogunlano,
s000011571,Mutubaruka,
s000011572,Alexandra Duah,
s000011573,Robert Dane,
s000011574,Johnny Close,
s000011575,Connie Mason,
s000011576,Thomas Wood,
s000011577,Jeffrey Allen,
s000011578,Pleasant Valley Boys,
s000011579,Rosemary DeCamp,
s000011580,William Hanney,
s000011581,Roscor Karns,
s000011582,Louise Closser,
s000011583,Rollo Lloyd,
s000011584,Tala Birnell,
s000011585,Geoge Irving,
s000011586,Victor Killian,
s000011587,John Carrol,
s000011588,Abner Bieberman,
s000011589,Alan Rein,
s000011590,Dolores Moran,
s000011591,Charles D. Brown,
s000011592,Peggy Knudsen,
s000011593,Sonia Darren,
s000011594,J.Edmund Bromberg,
s000011595,Ludwig Stoessell,
s000011596,Bennie Goodman,
s000011597,Lionel Hampton,
s000011598,Mel Powell,
s000011599,Marion Marshall,
s000011600,Randy Stuart,
s000011601,Ricky Nelson,
s000011602,John Hyams,
s000011603,Charlotte Granville,
s000011604,Sir Guy Standing,
s000011605,Davidson Clark,
s000011606,Dick Rich,
s000011607,Frederick Burton,
s000011608,Chief Big Tree,
s000011609,Ralph Dunn,
s000011610,Charles grapwin,
s000011611,Vivian Blayne,
s000011612,B.S. Pully,
s000011613,Lydia St.Clair,
s000011614,Kazi Orzazewski,
s000011615,Betty Garde,
s000011616,Cedric Hardwick,
s000011617,Jessica tandy,
s000011618,Desmond Young,
s000011619,Casey Adams,
s000011620,Don Megowan,
s000011621,Kurt Kazan,
s000011622,Sonja Moser,
s000011623,Brigid Bazlen,
s000011624,Kaz Garas,
s000011625,Gabriella Licudi,
s000011626,Eugene Dekkers,
s000011627,Pat Quinn,
s000011628,Robert F. Lyons,
s000011629,Susan Tyrell,
s000011630,Alex dArcy,
s000011631,Carl Betz,
s000011632,Hans Hermann Schomburgk,
s000011633,John Darrow,
s000011634,Lucien Prival,
s000011635,Amanda Duff,
s000011636,Robert Lowey,
s000011637,Eddie Marr,
s000011638,Harry Woods,
s000011639,Kyoko Kishoda,
s000011640,Rentaro Mikuni,
s000011641,Orson Wells,
s000011642,Maggie Jacobson,
s000011643,Gwen Wells,
s000011644,Melany Winter,
s000011645,David Buchowsky,
s000011646,Harvey Miller,
s000011647,Milos Foreman,
s000011648,Nelly Alard,
s000011649,Lisa Richards,
s000011650,Frances Bergen,
s000011651,Marlena Giovi,
s000011652,Daphna Kastner,
s000011653,Victoria Foyt,
s000011654,Matt Salinger,
s000011655,Noel Harrison,
s000011656,Rosaura Revueltos,
s000011657,Gina Roman,
s000011658,Manola Fabregas,
s000011659,Richard Coleman,
s000011660,Rocelle Hudson,
s000011661,Edward Trevor,
s000011662,Russell Simpson,
s000011663,Freddie Bartolomew,
s000011664,Ruth Terry,
s000011665,Robert Arthur,
s000011666,John Kellogg,
s000011667,Virginia Gregg,
s000011668,Brad Dexter,
s000011669,James Saxon,
s000011670,Dani Crayne,
s000011671,Coleen Miller,
s000011672,Josephine Hitchinson,
s000011673,Julia Meade,
s000011674,Deanna Burbin,
s000011675,Deanna Durbin Schell,
s000011676,Bob Cummins,
s000011677,Margaret Tallichet,
s000011678,James Todd,
s000011679,J.M. Kerrigan,
s000011680,Phil Brown,
s000011681,Lotetta Young,
s000011682,Monty Wooley,
s000011683,Reginald Gardner,
s000011684,Fred Kalmar,
s000011685,Faion,
s000011686,Brigite Bardot,
s000011687,Cindy Carol,
s000011688,Eva gaobor,
s000011689,Massimo Serrato,
s000011690,Myoshi Umeki,
s000011691,James Soo,
s000011692,Laura Peter,
s000011693,Danielle Oimet,
s000011694,Henry R. Lang,
s000011695,Andrea Rau,
s000011696,Bruce Cowling,
s000011697,Thomas Guiry,
s000011698,Jon Tenney,
s000011699,Fredric Forrest,
s000011700,Gaylord Lloyd,
s000011701,Milred Davis,
s000011702,Gus Leonard,
s000011703,Harry `Snub' Pollard,
s000011704,Noah Young,
s000011705,Jim Riggs,
s000011706,Adrienne Shelley,
s000011707,Robert Burke,
s000011708,Christopher Cooke,
s000011709,Julia Mueller,
s000011710,John MacKay,
s000011711,Gary Sauer,
s000011712,Eddie Falco,
s000011713,Merritt Nelson,
s000011714,William Sage,
s000011715,Karen Silas,
s000011716,James Urbaniak,
s000011717,Thomas Jay Ryan,
s000011718,Constance Dowling,
s000011719,Philip vanZandt,
s000011720,Michael DeLuise,
s000011721,Clare Wren,
s000011722,Glen Berry,
s000011723,Scott Neal,
s000011724,Dom DeLouise,
s000011725,Michael Hui,
s000011726,Bob Tessier,
s000011727,Brock Yates,
s000011728,Hal Carter,
s000011729,Dudley Remus,
s000011730,Jim Lewis,
s000011731,Lois Areno,
s000011732,Janet Woytak,
s000011733,George Furth,
s000011734,Rick Aviles,
s000011735,Warren Berlinger,
s000011736,Tara Buckman,
s000011737,Joe Klecko,
s000011738,Norman Grabowski,
s000011739,Richard Losey,
s000011740,"Jimmy ""the Greek"" Snyder",
s000011741,Preston S. Foster,
s000011742,Jon Cryer,
s000011743,Glenne Headly,
s000011744,Dann Florek,
s000011745,Philip Bosco,
s000011746,Kathryn Grody,
s000011747,Bob Ebbett,
s000011748,Robert Joseph Paul,
s000011749,Evelyn Kraft,
s000011750,Lee Hassen,
s000011751,George Babier,
s000011752,ZaSu Pitts,
s000011753,Reed Haley,
s000011754,Stuart W,
s000011755,Tom Duggan,
s000011756,Jana Lund,
s000011757,Herbert Edelman,
s000011758,Whitman Mayo,
s000011759,Jamers Gregory,
s000011760,Macaulay Caulkin,
s000011761,Anna Chlumsky,
s000011762,Austin OBrien,
s000011763,R.Bolla,
s000011764,Chief Yellow Robe,
s000011765,Chief Long Lance,
s000011766,Chief Akawanush,
s000011767,Spotted Elk,
s000011768,Cheeka,
s000011769,Bruce Martyn Payne,
s000011770,Brandan Hughes,
s000011771,Michele Matheson,
s000011772,Sean Gregory Sullivan,
s000011773,Antonio VFargas,
s000011774,Carl Linley,
s000011775,Jered Barclay,
s000011776,Eve Olivietti,
s000011777,Joseph Schildlraut,
s000011778,Otis Harlan,
s000011779,Elsie Bartlett,
s000011780,Jack MacDonald,
s000011781,Neely Edwards,
s000011782,Jane LaVerne,
s000011783,Tess Gardella,
s000011784,Jules Bledsoe,
s000011785,Florenz Ziegfeld,
s000011786,Carl Laemmle,
s000011787,Christopher Guard,
s000011788,Laurence Guittard,
s000011789,Georges Wilson,
s000011790,Jacques Harden,
s000011791,Barbara Auer,
s000011792,Karin Baal,
s000011793,Ruth Hellberg,
s000011794,Carol Landis,
s000011795,Daliah Levi,
s000011796,William `Stage' Boyd,
s000011797,Claudia Dell,
s000011798,Johanna Schall,
s000011799,Thomas Ruchel,
s000011800,Udo Kroschwald,
s000011801,Charles Fredericks,
s000011802,Richard Reeves,
s000011803,Zippy,
s000011804,Eanda hendrix,
s000011805,Gitty Daruga,
s000011806,Hannes Schmidhauser,
s000011807,Erwin Strahl,
s000011808,Hans Grimm,
s000011809,Ruth vonHagen,
s000011810,David Spade,
s000011811,Chris Young,
s000011812,George Clinton,
s000011813,Parliament Funkadelic,
s000011814,Jess Hahn,
s000011815,James Rebhorn,
s000011816,John Roselin,
s000011817,Ed Koch,
s000011818,Francoise Arnoul,
s000011819,Francoise Arnaud,
s000011820,Jaqueline Scott,
s000011821,Bruce dern,
s000011822,Maggie Pierce,
s000011823,Thierry LHermite,
s000011824,Ludwig Briand,
s000011825,Anthony Steele,
s000011826,Harold Blankenship,
s000011827,Jerry Adler,
s000011828,Percy Parsons,
s000011829,Lewis Casson,
s000011830,Michael Laurence,
s000011831,A.E. Mathews,
s000011832,Guy Kibbe,
s000011833,Carl 'Alfalfa' Switzer,
s000011834,Vicky Lane,
s000011835,Amelita Ward Cowan,
s000011836,Lou Gottlieb,
s000011837,Laura Devon,
s000011838,Dom Ameche,
s000011839,Lynn Holly Johnson,
s000011840,Helen Cherry,
s000011841,Harmony Korine,
s000011842,Billy ob Thornton,
s000011843,Tim Burton,
s000011844,Jack Skellington,
s000011845,Laurie Heineman,
s000011846,Norman Burton,
s000011847,Tracy Brooks,
s000011848,Gary Maas,
s000011849,Claude Lelouche,
s000011850,Robin Bartlett,
s000011851,Karina Arogaven,
s000011852,Beverly Todd,
s000011853,Alan north,
s000011854,Lyme Thigpen,
s000011855,Noriyuki `Pat' Morita,
s000011856,Robyn Lively,
s000011857,Sean Kanan,
s000011858,Jonathan Avildson,
s000011859,Christopher Paul Ford,
s000011860,Thomas Ian Griffith,
s000011861,Martin Kove,
s000011862,Estelle Getty,
s000011863,Ernest Sefton,
s000011864,Ann Baxter,
s000011865,Scott Mckay,
s000011866,Maru MacDonald,
s000011867,Sam Buffington,
s000011868,John diSantis,
s000011869,David Carlile,
s000011870,Buzz Merten,
s000011871,Dick Nelson,
s000011872,William D. Kruse,
s000011873,Tyler McVey,
s000011874,Donald Buka,
s000011875,Irene Tedrow,
s000011876,Ted Livesey,
s000011877,Irene Windust,
s000011878,Bartlett Robinson,
s000011879,James Mulhollin,
s000011880,John Ragin,
s000011881,Al Hodge,
s000011882,Sam Gilmore,
s000011883,Katherine Squire,
s000011884,Stanley Adams,
s000011885,Ray Matheson,
s000011886,Roger Perry,
s000011887,Laurie Mock,
s000011888,Paul Bertoya,
s000011889,Gene Kirkwood,
s000011890,Mickey Rooney~jr.,
s000011891,Karen Lynn Gorney,
s000011892,Joseph Cail,
s000011893,Paul Papa,
s000011894,Bruce Ornstein,
s000011895,Donna Pescow,
s000011896,Ann Travolta,
s000011897,Trevor Eve,
s000011898,Miguel Ferrer,
s000011899,Larry B. Scott,
s000011900,Dermot Mulroney,
s000011901,Nancy Mulford,
s000011902,Arnold Vosloo,
s000011903,Ken Gampo,
s000011904,Candice Hildebrand,
s000011905,Dennis Casey Park,
s000011906,Mathew Stewardson,
s000011907,Nadia Bilchik,
s000011908,Brian OShaugnessy,
s000011909,Gordon Mulholland,
s000011910,Mark Owens,
s000011911,Peggy Feury,
s000011912,Erno Crisa,
s000011913,Madeleine Stowe,
s000011914,Benicio delToro,
s000011915,Calvin Lockart,
s000011916,Glenna Foster Jones,
s000011917,Graham Crowden,
s000011918,James Dickey,
s000011919,Cherie Lunghi,
s000011920,Nicholas Clay,
s000011921,Paul Geoffrey,
s000011922,Charley Boorman,
s000011923,Brendan Gleeson,
s000011924,Maria Doyle Kennedy,
s000011925,Angeline Ball,
s000011926,Cal Kuniholm,
s000011927,58 Plymouth Fury,
s000011928,Marshall McKean,
s000011929,Jim Norton,
s000011930,Barry Kivel,
s000011931,Rip Haight,
s000011932,Stacey Keach,
s000011933,George Corraface,
s000011934,Clift Robertson,
s000011935,Sheryl Lee,
s000011936,Maximilan Schell,
s000011937,Tim Guinee,
s000011938,Linda Koslowski,
s000011939,Hector Ubarry,
s000011940,Diane CrittendenForast,
s000011941,Ralph Theodore,
s000011942,Charles Brown,
s000011943,Al StJohn,
s000011944,May Boley,
s000011945,Stanley Fields,
s000011946,Oscar Apfel,
s000011947,Scott Kolk,
s000011948,Willam B. Davidson,
s000011949,Jimmy Finlayson,
s000011950,Judith Wood,
s000011951,Carol Lombard,
s000011952,Dorithy McGuire,
s000011953,Herbert Marsall,
s000011954,Mildred Narwick,
s000011955,Lizbeth Scott,
s000011956,Dennnis OKeefe,
s000011957,Fay Baker,
s000011958,Hugh Hurd,
s000011959,Anthony Ray,
s000011960,Lynn Carlin,
s000011961,Katherine Cassavetes,
s000011962,Ben Gazarra,
s000011963,Tony Brubaker,
s000011964,Alexandra Cassavetas,
s000011965,Joan Whalley,
s000011966,J.F. Walsh,
s000011967,Craig Healy,
s000011968,Lina Fiorentino,
s000011969,Peter Berg,
s000011970,Gretchen Mol,
s000011971,Greg Bensen,
s000011972,Ian Cochran,
s000011973,Olivia dAbo,
s000011974,Joe Lara,
s000011975,Les Damien,
s000011976,Donald Trump,
s000011977,Sally Forrest,
s000011978,Dorothy Adsams,
s000011979,Wheaton Chambers,
s000011980,Rita Lupino,
s000011981,Robert Clarke,
s000011982,Kenneth Patterson,
s000011983,Joseph Kearns,
s000011984,Lupino,
s000011985,Dahlia Smith,
s000011986,Howard Nee,
s000011987,John Bell,
s000011988,Sinan Leong,
s000011989,Noah Taylor,
s000011990,Thandiwe Adjewa,
s000011991,Claudia Robinson,
s000011992,Rowena King,
s000011993,Hugh Grant,
s000011994,Tara Fitzgerald,
s000011995,Portia deRossi,
s000011996,Kate Fisher,
s000011997,Mark Gerber,
s000011998,Michael Gwynn,
s000011999,Tsai Chin,
s000012000,Jordan Christopher,
s000012001,Jill OHara,
s000012002,William redield,
s000012003,Frank Zagarino,
s000012004,Brian Jackson,
s000012005,Joe Harris,
s000012006,Ted Brooks,
s000012007,Winifred Westover,
s000012008,J.Farrell McDonald,
s000012009,Charles LeMogun,
s000012010,Gladys Hulette,
s000012011,Chief White Spear,
s000012012,Delbert Mann,
s000012013,Arhur Hole,
s000012014,Arthur Bryon,
s000012015,Etienne Giradot,
s000012016,John McGuire,
s000012017,Joyce Kay,
s000012018,Douglas Wood,
s000012019,Shirley TEmple,
s000012020,stone,
s000012021,Roger Imhof,
s000012022,Midred Natwick,
s000012023,Zelfie Tilbury,
s000012024,Cathy Down,
s000012025,Eileen Crowe,
s000012026,Harry Carey~jr,
s000012027,Peter Mamokos,
s000012028,Olive Carey,
s000012029,Pat Obrien,
s000012030,Lee Allen,
s000012031,Ann Bancroft,
s000012032,Sue Lyons,
s000012033,Iris Wong,
s000012034,Tala Birell,
s000012035,Luis vanRooten,
s000012036,Alexander Pope,
s000012037,Helene Thimmig,
s000012038,Wiliam Bendix,
s000012039,Susana Canales,
s000012040,Anne Harding,
s000012041,James rennie,
s000012042,Harry Bannister,
s000012043,Ben Hendricks~jr,
s000012044,Will Ferrell,
s000012045,Chris Kattan,
s000012046,Suzanne Flon,
s000012047,Jean Moreau,
s000012048,Laurence deMonaghan,
s000012049,Lea Massani,
s000012050,Robert Trebor,
s000012051,John Pankow,
s000012052,George Murcell,
s000012053,Amy Hargreaves,
s000012054,Jamie Marsh,
s000012055,T.Ryder Smith,
s000012056,Katerina Witt,
s000012057,"Skipp Sudduth ""Larry""",
s000012058,John RhysDavis,
s000012059,Robert Davi,
s000012060,Robert Brown,
s000012061,Caroline Bliss,
s000012062,Anthony Staker,
s000012063,Wayne Newton,
s000012064,Grand L. Bush,
s000012065,Mantagu Love,
s000012066,James Cagney,
s000012067,Leo Gann,
s000012068,William Franklyn,
s000012069,June Thorburn,
s000012070,John Phillips,
s000012071,David Buck,
s000012072,Maggie Kimberley,
s000012073,Linda Hayes,
s000012074,Don Dillaway,
s000012075,Clay Clement,
s000012076,Fred Niblo,
s000012077,Normand Fateux,
s000012078,Jai,
s000012079,Gajendra,
s000012080,Mark Dana,
s000012081,Neda Arneric,
s000012082,Ren\'e Auberjonois,
s000012083,Simon McCorkindale,
s000012084,Keenan J. Wyams,
s000012085,Elisha Cook~Jr.,
s000012086,a s,
s000012087,Murray Alper,
s000012088,s.a.,
s000012089,Chester Gan,
s000012090,Kam Tong,
s000012091,Manuel Donde,
s000012092,A.Soto Rangel,
s000012093,Barry Keyy,
s000012094,Bill Mauldin,
s000012095,Arthur Hunnicut,
s000012096,Colette Marchand,
s000012097,Marco Tulli,
s000012098,Friedrich Ledebur,
s000012099,Edric Connor,
s000012100,Lilian Gish,
s000012101,Marietta Tree,
s000012102,Ralph Roberts,
s000012103,Estelle Winwwod,
s000012104,Dlive Brrok,
s000012105,Jacques Roux,
s000012106,Walter Tony Huston,
s000012107,Zorro David,
s000012108,Curtis Cokes,
s000012109,Art Aragon,
s000012110,Nicholas Colosanto,
s000012111,Jack May,
s000012112,Bobby Moore,
s000012113,George Mikell,
s000012114,Lois deBanzie,
s000012115,Donal McCann,
s000012116,Kim Burfield,
s000012117,Rik Battaaglia,
s000012118,Kerrie Keane,
s000012119,Helen Hughes,
s000012120,Erin Flannery,
s000012121,John Irland,
s000012122,Emelio Estevez,
s000012123,Anhony Michael Hall,
s000012124,Alisan Porter,
s000012125,Gordie Schnorrer,
s000012126,Bill Dancer,
s000012127,Bruce Carlisle,
s000012128,Marshall Bradford,
s000012129,Jean Howell,
s000012130,Bruno VeSota,
s000012131,Jan Francis,
s000012132,Anthony Barille,
